rut;name;last_name;email;phone;channel;date;user
109266531;Andrea;Campos;andrea.campos@tutamail.ch;56948886111;Web;22-12-2022;AC2
149710566;Daniela;Navarro;daniela.navarro@outlook.com;56900385531;Email;01-02-2024;AC2
17894908K;Pamela;Figueroa;pamela.figueroa@tutamail.at;56930220278;Call Center;08-10-2022;AC3
236207625;Javiera;Hernandez;javiera.hernandez@tutamail.cz;56984182613;Call Center;12-06-2023;AC3
154699481;Alejandro;Caceres;alejandro.caceres@gmx.com;56963092999;Email;14-07-2022;JC
114238945;Claudio;Cardozo;claudio.cardozo@tutamail.es;56992556042;Call Center;23-02-2024;AC2
198290394;Victor;Godoy;victor.godoy@tutamail.us;56911138829;Call Center;11-02-2023;JC
109957259;Andrea;Navarro;andrea.navarro@tutamail.uk;56905596011;Web;16-05-2023;AC2
106558000;Cristian;Mendez;cristian.mendez@tutamail.tw;56942903521;Web;03-01-2024;AC1
122345564;Isabel;Benitez;isabel.benitez@tutamail.ar;56983368954;Web;23-12-2023;JC
254850063;Rosa;Hernandez;rosa.hernandez@tutamail.id;56995767074;Call Center;08-04-2024;AC2
145474698;Patricia;Vargas;patricia.vargas@tutamail.co;56956113872;Call Center;04-12-2023;AC3
161606987;Rodrigo;Arias;rodrigo.arias@tutamail.cz;56988113779;Email;22-02-2024;AC2
240113279;Ricardo;Ferreyra;ricardo.ferreyra@tutamail.uk;56961486954;Email;08-05-2024;AC3
255087339;Javiera;Martinez;javiera.martinez@tutamail.gr;56919241303;Web;19-07-2023;JC
243174740;Alejandro;Castro;alejandro.castro@outlook.com;56967774319;Email;29-03-2024;AC3
240391562;Valentina;Rojas;valentina.rojas@msn.com;56905584906;Web;24-12-2023;AC3
199137476;Carmen;Rios;carmen.rios@icloud.com;56988988974;Call Center;14-02-2023;AC3
104716660;Andres;Vargas;andres.vargas@tuta.io;56945561661;Email;24-05-2023;AC3
154322582;Juan;Carrizo;juan.carrizo@tutanota.com;56954268511;Call Center;10-06-2022;AC2
246528942;Veronica;Vera;veronica.vera@tutamail.kr;56957643911;Email;19-06-2022;JC
104434738;Pablo;Peralta;pablo.peralta@tutamail.us;56948187444;Email;18-08-2023;AC2
158214660;Paula;Gomez;paula.gomez@tutamail.pt;56914931656;Call Center;24-03-2024;AC1
145383986;Natalia;Paez;natalia.paez@mail.com;56954037404;Web;31-05-2022;AC3
238737184;Carolina;Campos;carolina.campos@tutamail.pl;56966121756;Web;11-05-2024;AC1
217926254;Rocio;Gutierrez;rocio.gutierrez@me.com;56976074600;Call Center;19-05-2024;AC2
153023344;Claudio;Ramirez;claudio.ramirez@tutamail.au;56929565278;Web;18-11-2023;AC1
180857532;Jorge;Ramirez;jorge.ramirez@tuta.io;56975394513;Web;08-09-2022;JC
115652214;Carolina;Luna;carolina.luna@tutamail.kr;56958944526;Call Center;01-02-2024;AC2
111120447;Catalina;Romero;catalina.romero@tutamail.pt;56940787700;Web;15-04-2023;JC
103516838;Valentina;Vega;valentina.vega@tutamail.ru;56916873933;Email;03-02-2023;AC3
198418064;Andres;Pereyra;andres.pereyra@tutamail.us;56903435398;Email;14-04-2024;JC
173115180;Rosa;Lopez;rosa.lopez@icloud.com;56995312951;Web;27-03-2023;AC2
185108783;Francisco;Lopez;francisco.lopez@zoho.com;56964468950;Web;14-10-2023;AC1
10059644K;Maria;Caceres;maria.caceres@tutamail.co;56961057858;Email;03-02-2023;AC3
144785908;Victor;Pereyra;victor.pereyra@tutamail.eu;56982512929;Call Center;16-07-2022;JC
148006261;Catalina;Campos;catalina.campos@tutamail.jp;56925052304;Web;21-03-2024;JC
204584761;Catalina;Vidal;catalina.vidal@tutamail.sk;56995176744;Call Center;11-11-2023;AC3
217610435;Rodrigo;Rodriguez;rodrigo.rodriguez@tutamail.br;56922706198;Call Center;26-02-2023;AC3
145173396;Margarita;Moreno;margarita.moreno@tutamail.pt;56957640951;Email;28-01-2024;JC
128995722;Paula;Nunez;paula.nunez@tutamail.eu;56991050904;Email;06-11-2022;AC3
142171619;Catalina;Godoy;catalina.godoy@tutamail.de;56978353832;Email;26-08-2023;AC3
256472163;Pedro;Arias;pedro.arias@protonmail.com;56900709716;Call Center;21-10-2022;AC2
21367790K;Cristian;Garcia;cristian.garcia@tutamail.cn;56937606727;Email;23-08-2023;AC2
24959363K;Victor;Peralta;victor.peralta@tutamail.hk;56943290907;Email;08-01-2023;AC2
114626449;Monica;Nunez;monica.nunez@tutamail.uk;56947097523;Call Center;29-03-2023;JC
110669798;Francisco;Coronel;francisco.coronel@tutamail.nl;56975626670;Call Center;24-03-2023;AC2
202602959;Sergio;Ferreyra;sergio.ferreyra@tutamail.nl;56958009977;Web;06-01-2024;AC1
170325680;Natalia;Herrera;natalia.herrera@tutamail.it;56973049989;Call Center;25-03-2023;AC2
191331958;Javiera;Fernandez;javiera.fernandez@tutamail.net;56957710293;Web;20-01-2023;AC3
220984036;Patricia;Castro;patricia.castro@tutamail.br;56946072764;Email;26-08-2023;JC
17538989K;Gabriela;Vargas;gabriela.vargas@tutamail.pl;56996989380;Email;31-12-2023;JC
15888948K;Margarita;Gonzalez;margarita.gonzalez@tutamail.org;56910759486;Web;21-09-2023;AC1
129307706;Pablo;Ojeda;pablo.ojeda@yopmail.com;56905500481;Web;02-09-2023;AC1
152392311;Loreto;Paez;loreto.paez@tutanota.com;56903872794;Email;18-06-2023;JC
192702585;Javiera;Vidal;javiera.vidal@tutamail.eu;56910254287;Call Center;04-02-2023;AC3
101472345;Marcela;Molina;marcela.molina@tutamail.com;56992972958;Web;11-08-2023;JC
230274045;Veronica;Ruiz;veronica.ruiz@yopmail.com;56912502486;Email;15-01-2023;JC
135913065;Camila;Coronel;camila.coronel@aol.com;56940140478;Call Center;12-01-2023;AC2
190372251;Carmen;Mendez;carmen.mendez@tutamail.ca;56995592110;Call Center;14-10-2023;AC1
18711540K;Constanza;Nunez;constanza.nunez@tutanota.com;56994423913;Call Center;27-06-2023;AC2
186685393;Carolina;Godoy;carolina.godoy@tutanota.com;56990376925;Web;09-07-2023;JC
127105987;Cristian;Silva;cristian.silva@aol.com;56963753058;Email;02-08-2023;AC2
175017291;Cristian;Carrizo;cristian.carrizo@me.com;56936421936;Email;12-04-2024;AC1
231898646;Margarita;Medina;margarita.medina@yahoo.com;56943113093;Email;18-06-2023;JC
170621891;Natalia;Ferreyra;natalia.ferreyra@protonmail.com;56913746820;Web;19-05-2024;AC1
205303014;Sergio;Torres;sergio.torres@tutamail.in;56947813376;Email;29-03-2024;AC3
187110521;Valentina;Vidal;valentina.vidal@gmx.com;56977296489;Email;14-01-2024;AC2
180192816;Natalia;Paez;natalia.paez@tutamail.cn;56956795017;Web;08-02-2023;AC3
113828587;Sergio;Vargas;sergio.vargas@tutamail.au;56979943497;Web;03-02-2024;AC2
106996385;Hernan;Vazquez;hernan.vazquez@tutamail.pt;56908981358;Call Center;17-08-2022;AC1
242642589;Gonzalo;Ramirez;gonzalo.ramirez@tutamail.ru;56924936094;Call Center;04-07-2022;AC1
228049158;Sebastian;Carrizo;sebastian.carrizo@tutamail.hu;56934459289;Call Center;10-03-2023;AC3
113119497;Luisa;Nunez;luisa.nunez@tutamail.uk;56958566108;Web;10-05-2024;AC1
25930086K;Paula;Aguirre;paula.aguirre@tutamail.ca;56983143289;Web;16-03-2023;JC
131301235;Isabel;Caceres;isabel.caceres@tutamail.es;56904837782;Email;09-05-2023;AC2
253026243;Loreto;Cabrera;loreto.cabrera@tutamail.fr;56945565142;Web;02-10-2022;AC3
14970793K;Luis;Carrizo;luis.carrizo@tutamail.uk;56911309786;Call Center;31-03-2023;AC2
203500289;Andrea;Vidal;andrea.vidal@tutamail.co;56952847066;Email;15-11-2022;AC3
238590094;Margarita;Fernandez;margarita.fernandez@tutamail.ch;56988005478;Email;23-03-2024;JC
239262848;Constanza;Rodriguez;constanza.rodriguez@tutamail.ar;56929619446;Email;19-08-2023;JC
133410066;Isabel;Herrera;isabel.herrera@me.com;56977261988;Email;16-05-2024;JC
19692051K;Valentina;Campos;valentina.campos@tutamail.bg;56940788110;Web;21-04-2023;AC1
100461498;Roberto;Campos;roberto.campos@tutamail.ar;56972598770;Web;25-01-2024;AC1
165812352;Hernan;Hernandez;hernan.hernandez@tutamail.ch;56945253336;Email;04-03-2023;AC1
23595480K;Alejandro;Vidal;alejandro.vidal@zoho.com;56980666578;Call Center;03-04-2024;AC3
121130912;Francisco;Cardozo;francisco.cardozo@tutamail.de;56937344109;Web;13-11-2022;AC2
165661338;Margarita;Castro;margarita.castro@tutamail.at;56937424734;Web;27-01-2024;AC2
110872356;Andrea;Cabrera;andrea.cabrera@tutamail.tw;56970521163;Web;05-12-2022;JC
11552724K;Luisa;Carrizo;luisa.carrizo@tutamail.es;56934755489;Web;03-11-2022;AC2
164582264;Fernanda;Vega;fernanda.vega@tutamail.es;56950058027;Web;30-04-2023;AC1
105213689;Veronica;Vidal;veronica.vidal@tutamail.ch;56914325148;Email;09-02-2023;AC2
142717638;Gabriela;Vazquez;gabriela.vazquez@live.com;56981017328;Web;12-07-2022;AC2
189525281;Luis;Paez;luis.paez@inbox.com;56917114757;Email;27-10-2022;JC
218091415;Victor;Cabrera;victor.cabrera@tutamail.uk;56971533328;Web;22-08-2023;AC3
230498997;Pablo;Cordoba;pablo.cordoba@outlook.com;56975454907;Web;15-11-2023;AC2
19167927K;Isabel;Coronel;isabel.coronel@tutamail.cl;56985893733;Web;06-07-2022;AC1
162402773;Alejandro;Vazquez;alejandro.vazquez@tutamail.be;56971608634;Call Center;13-08-2022;AC1
159447928;Victor;Mendez;victor.mendez@outlook.com;56967405242;Call Center;13-08-2022;JC
120928937;Mauricio;Moreno;mauricio.moreno@tutamail.id;56903404803;Email;15-09-2023;AC3
164891178;Margarita;Fernandez;margarita.fernandez@tutamail.ru;56968570408;Call Center;28-09-2022;AC3
198978639;Pamela;Cardozo;pamela.cardozo@yandex.com;56928822083;Web;19-02-2023;JC
127230161;Cristian;Ponce;cristian.ponce@tutamail.org;56989461680;Web;25-02-2024;AC1
199887424;Camila;Castro;camila.castro@tutamail.ru;56916671739;Email;08-02-2023;JC
139010078;Rodrigo;Gimenez;rodrigo.gimenez@me.com;56973715541;Email;07-01-2024;AC2
139779584;Daniela;Garcia;daniela.garcia@tutamail.uk;56910561696;Call Center;01-10-2023;AC3
256051362;Loreto;Nunez;loreto.nunez@tutamail.kr;56931596407;Call Center;17-10-2023;AC3
19285671K;Patricia;Silva;patricia.silva@tutamail.com;56929142223;Email;19-11-2023;AC2
126466684;Elena;Sanchez;elena.sanchez@tutamail.pt;56971945751;Call Center;19-05-2023;AC2
184497425;Paula;Molina;paula.molina@tutamail.mx;56943990430;Web;12-07-2023;AC3
12407715K;Sebastian;Cardozo;sebastian.cardozo@tutamail.tr;56987642185;Web;17-11-2023;AC1
188015131;Camila;Carrizo;camila.carrizo@mail.com;56945243840;Web;31-08-2023;AC3
244046738;Ricardo;Vargas;ricardo.vargas@tuta.io;56965250178;Email;23-08-2023;AC2
182004707;Paula;Rojas;paula.rojas@tutamail.nz;56971323091;Web;26-06-2022;AC1
25255128K;Gabriela;Arias;gabriela.arias@gmail.com;56989825534;Email;17-09-2022;AC3
217922712;Ana;Castro;ana.castro@tutamail.it;56970440840;Web;16-04-2024;AC1
11570544K;Andrea;Cardozo;andrea.cardozo@inbox.com;56956546734;Web;29-08-2022;JC
116710862;Javiera;Castro;javiera.castro@zoho.com;56905839128;Web;19-09-2022;AC1
18666745K;Ana;Cordoba;ana.cordoba@tutamail.cz;56938339077;Web;24-02-2024;JC
15751198K;Raul;Caceres;raul.caceres@tutamail.pl;56906749773;Email;01-04-2023;JC
23705749K;Antonia;Arias;antonia.arias@yahoo.com;56997027985;Web;07-10-2022;AC2
101930025;Loreto;Coronel;loreto.coronel@live.com;56923295848;Web;04-04-2024;AC2
102963296;Hernan;Cordoba;hernan.cordoba@hotmail.com;56900406893;Email;20-06-2023;JC
12285633K;Victor;Ferreyra;victor.ferreyra@tutamail.eu;56935648067;Web;08-03-2024;AC2
156047074;Veronica;Castro;veronica.castro@tutamail.es;56941677864;Web;18-06-2022;AC3
168400535;Laura;Diaz;laura.diaz@tutamail.kr;56956001150;Call Center;28-09-2022;JC
180339493;Fernanda;Cabrera;fernanda.cabrera@aol.com;56949891732;Email;29-08-2023;AC1
173571046;Florencia;Moreno;florencia.moreno@zoho.com;56905685223;Email;06-08-2022;AC2
181925981;Claudio;Medina;claudio.medina@tutamail.net;56947229136;Email;07-10-2023;AC2
145311594;Teresa;Vidal;teresa.vidal@tutamail.id;56921239674;Call Center;16-08-2023;AC1
207335444;Juan;Campos;juan.campos@tutamail.tr;56959286194;Call Center;06-07-2023;AC2
191360761;Felipe;Gimenez;felipe.gimenez@tutamail.jp;56966356038;Web;28-01-2023;JC
185184315;Luisa;Cordoba;luisa.cordoba@tutamail.nl;56902451350;Email;07-01-2024;JC
245697821;Catalina;Ponce;catalina.ponce@zoho.com;56934618371;Email;20-09-2022;AC2
210728821;Jorge;Cardozo;jorge.cardozo@tutamail.kr;56928227124;Call Center;04-11-2022;AC3
183301241;Catalina;Coronel;catalina.coronel@tutamail.us;56909096384;Call Center;30-12-2023;AC3
135316172;Teresa;Figueroa;teresa.figueroa@yandex.com;56931719579;Email;10-10-2022;AC2
215519678;Camila;Moreno;camila.moreno@yandex.com;56940554048;Web;10-11-2023;AC3
150802865;Rosa;Vega;rosa.vega@tutamail.jp;56957462193;Email;08-11-2023;AC3
115795767;Catalina;Ponce;catalina.ponce@tutamail.us;56962262911;Call Center;25-07-2022;JC
171564794;Ricardo;Moreno;ricardo.moreno@yahoo.com;56936285732;Call Center;09-05-2024;JC
176479655;Pablo;Paez;pablo.paez@yandex.com;56991092330;Email;10-12-2022;JC
243323622;Daniela;Vidal;daniela.vidal@tutamail.ro;56986892163;Email;26-06-2022;AC2
136092561;Daniela;Hernandez;daniela.hernandez@tutamail.es;56925021892;Call Center;29-03-2023;AC3
13635566K;Valentina;Godoy;valentina.godoy@tutamail.eu;56997266170;Web;04-10-2022;AC1
181377461;Carmen;Ferreyra;carmen.ferreyra@tutamail.us;56973466575;Call Center;04-11-2023;JC
251967474;Pamela;Ferreyra;pamela.ferreyra@protonmail.com;56986254196;Web;24-03-2023;JC
258980085;Hernan;Hernandez;hernan.hernandez@tutamail.cz;56932886111;Web;20-03-2023;AC2
25604398K;Daniela;Nunez;daniela.nunez@tutamail.co;56948976878;Call Center;07-10-2022;AC2
209322587;Luisa;Benitez;luisa.benitez@tutamail.es;56969194473;Call Center;23-11-2023;AC3
242408659;Rosa;Moreno;rosa.moreno@tutamail.uk;56976523553;Call Center;17-03-2023;JC
176073047;Margarita;Campos;margarita.campos@tutamail.br;56906163109;Call Center;29-04-2024;AC2
222417120;Carmen;Campos;carmen.campos@me.com;56924108173;Web;11-02-2023;JC
247977082;Paula;Diaz;paula.diaz@zoho.com;56995334005;Call Center;13-09-2022;AC2
222423147;Rosa;Caceres;rosa.caceres@tutamail.ch;56960708010;Email;04-09-2023;JC
163547686;Andres;Ojeda;andres.ojeda@tutamail.be;56938624232;Call Center;28-11-2023;AC2
185595927;Catalina;Peralta;catalina.peralta@tutamail.co;56900196293;Web;08-01-2023;AC1
254373109;Natalia;Nunez;natalia.nunez@tutamail.us;56941391724;Web;01-09-2023;AC3
205175571;Florencia;Coronel;florencia.coronel@tutamail.id;56903376454;Email;12-08-2022;AC2
118713516;Ana;Martinez;ana.martinez@tutamail.es;56993975405;Web;26-03-2024;AC3
155300841;Camila;Peralta;camila.peralta@tutamail.ar;56933256419;Web;17-02-2024;AC1
202755976;Valentina;Moreno;valentina.moreno@tutamail.br;56973692226;Web;26-02-2023;AC2
208066544;Florencia;Ramirez;florencia.ramirez@tuta.io;56987751780;Email;11-08-2022;AC3
138810267;Victor;Ramirez;victor.ramirez@hotmail.com;56937122167;Call Center;03-11-2022;AC3
202729878;Carmen;Medina;carmen.medina@tutamail.ru;56942611760;Web;01-06-2023;JC
106449759;Marcela;Ramirez;marcela.ramirez@tutamail.ca;56985779989;Email;21-04-2024;AC3
221523547;Gabriela;Herrera;gabriela.herrera@tutamail.kr;56941317999;Web;04-06-2023;AC2
102639561;Laura;Nunez;laura.nunez@tutamail.pt;56981432626;Email;10-08-2022;AC1
236828107;Ana;Sanchez;ana.sanchez@tutamail.be;56974337457;Call Center;09-11-2023;AC3
194937067;Patricia;Torres;patricia.torres@tutamail.ru;56912483504;Email;23-12-2022;AC3
197028467;Daniela;Vargas;daniela.vargas@tutamail.de;56992098572;Web;20-03-2024;AC1
206538309;Monica;Ferreyra;monica.ferreyra@tutamail.jp;56994365613;Call Center;21-03-2023;AC1
17316470K;Paula;Rojas;paula.rojas@tutamail.nz;56924186452;Web;28-03-2023;AC1
183614118;Rodrigo;Coronel;rodrigo.coronel@tutamail.ch;56970380301;Email;18-05-2024;AC1
217346428;Luisa;Ponce;luisa.ponce@yandex.com;56965091250;Web;15-07-2022;AC1
182626724;Antonia;Vargas;antonia.vargas@tutamail.nl;56927049090;Web;27-01-2023;AC2
161688649;Daniel;Carrizo;daniel.carrizo@mail.com;56957678008;Web;09-05-2023;AC2
170865324;Fernanda;Acosta;fernanda.acosta@tutamail.kr;56988910348;Web;12-08-2022;JC
155363371;Claudia;Nunez;claudia.nunez@tutamail.hu;56903247334;Call Center;30-07-2023;AC1
227020024;Jorge;Campos;jorge.campos@outlook.com;56994806567;Web;19-10-2022;AC2
217871700;Gabriela;Caceres;gabriela.caceres@tutamail.cl;56997979075;Call Center;01-05-2023;AC3
214538954;Camila;Peralta;camila.peralta@tutamail.ro;56960315114;Call Center;13-11-2022;AC1
251014248;Constanza;Ojeda;constanza.ojeda@tutamail.cn;56946315294;Email;04-08-2022;AC2
189564015;Carmen;Cordoba;carmen.cordoba@aol.com;56915612792;Email;17-05-2023;AC1
148182027;Gabriela;Cordoba;gabriela.cordoba@tutamail.us;56949718750;Call Center;20-06-2023;AC1
157648098;Natalia;Vidal;natalia.vidal@tutamail.de;56936221007;Email;27-07-2023;AC3
226572503;Claudio;Caceres;claudio.caceres@tutamail.nl;56910407471;Email;10-09-2022;AC3
146627013;Constanza;Gutierrez;constanza.gutierrez@tutamail.au;56914829598;Call Center;13-08-2023;AC1
163626187;Laura;Ponce;laura.ponce@tutamail.cz;56995703078;Email;29-04-2023;AC2
201258103;Andrea;Ponce;andrea.ponce@yahoo.com;56902451240;Web;25-07-2023;AC3
172533183;Victor;Paez;victor.paez@tutamail.ro;56977881618;Call Center;03-02-2023;JC
222248299;Gonzalo;Sanchez;gonzalo.sanchez@tutamail.us;56974559668;Call Center;08-08-2022;AC1
114223077;Jose;Vera;jose.vera@tutamail.ar;56914425675;Web;25-07-2022;AC1
222950945;Loreto;Cardozo;loreto.cardozo@tutamail.eu;56913722713;Web;25-02-2023;AC3
178263005;Claudia;Carrizo;claudia.carrizo@tutamail.ch;56916085892;Email;30-11-2022;AC1
105399707;Gabriela;Navarro;gabriela.navarro@tutamail.jp;56929250621;Email;13-11-2022;JC
240284944;Luisa;Vidal;luisa.vidal@tutamail.id;56963867079;Web;26-12-2022;AC1
206518820;Fernando;Cardozo;fernando.cardozo@tutamail.cl;56914742541;Call Center;21-05-2023;AC2
175449981;Elena;Castro;elena.castro@tutamail.sk;56987981538;Call Center;16-02-2024;AC2
221666836;Mauricio;Gimenez;mauricio.gimenez@tutamail.au;56926486994;Web;19-04-2024;AC1
144691423;Rocio;Aguirre;rocio.aguirre@yopmail.com;56909119018;Email;17-02-2024;JC
156623334;Carmen;Ferreyra;carmen.ferreyra@tutamail.mx;56943528832;Email;20-12-2022;AC1
23464372K;Loreto;Vidal;loreto.vidal@yandex.com;56989841074;Web;14-10-2023;AC2
20142111K;Rocio;Moreno;rocio.moreno@tutamail.bg;56907752639;Call Center;16-08-2023;AC3
164322106;Pablo;Vargas;pablo.vargas@tutamail.pt;56993515150;Email;23-06-2023;JC
179144131;Roberto;Arias;roberto.arias@tutamail.nz;56999004971;Call Center;18-08-2023;AC1
231635505;Claudio;Peralta;claudio.peralta@yahoo.com;56988824099;Web;28-03-2024;AC2
227581867;Carolina;Lopez;carolina.lopez@tutamail.jp;56922077576;Web;18-03-2024;AC1
257477819;Antonia;Arias;antonia.arias@hotmail.com;56926914985;Email;29-11-2023;AC3
106795827;Valentina;Luna;valentina.luna@yopmail.com;56946971987;Web;18-03-2023;JC
200957822;Carlos;Vidal;carlos.vidal@tutamail.ca;56947819186;Call Center;13-01-2023;JC
201413028;Antonia;Ojeda;antonia.ojeda@tutamail.co;56971052212;Web;03-03-2023;AC2
137834812;Fernanda;Alvarez;fernanda.alvarez@tutamail.fr;56942307313;Web;20-06-2023;AC2
205172009;Daniel;Godoy;daniel.godoy@tutamail.cz;56987086392;Email;24-07-2023;AC1
21257306K;Andrea;Alvarez;andrea.alvarez@tutamail.us;56923099723;Call Center;20-02-2024;AC3
184466813;Antonia;Peralta;antonia.peralta@tutamail.be;56961945539;Email;07-01-2024;JC
203302037;Roberto;Pereyra;roberto.pereyra@tutamail.cl;56920355237;Call Center;11-09-2022;JC
16346036K;Pamela;Vargas;pamela.vargas@tutamail.tw;56903788698;Email;13-06-2023;AC1
228282839;Patricia;Moreno;patricia.moreno@hotmail.com;56919686487;Web;24-07-2022;AC2
195451915;Margarita;Campos;margarita.campos@gmx.com;56997345661;Call Center;25-08-2022;AC1
236260690;Claudio;Coronel;claudio.coronel@tutamail.au;56936411649;Email;27-02-2023;AC3
252153918;Claudio;Ferreyra;claudio.ferreyra@tutamail.ro;56946411626;Email;09-06-2023;AC2
238279038;Natalia;Ponce;natalia.ponce@tutamail.sk;56959571642;Call Center;24-07-2022;JC
155573872;Claudio;Coronel;claudio.coronel@tutamail.at;56934743000;Web;31-03-2023;AC2
136915096;Carmen;Gomez;carmen.gomez@msn.com;56981105220;Web;02-10-2022;AC2
113021896;Patricia;Figueroa;patricia.figueroa@tutamail.be;56968691733;Web;05-04-2023;AC2
223153798;Laura;Paez;laura.paez@tutamail.nl;56903480037;Web;22-03-2024;AC3
187811228;Carolina;Suarez;carolina.suarez@live.com;56967785740;Web;16-12-2023;AC1
220927318;Daniel;Peralta;daniel.peralta@tutamail.uk;56913135095;Web;23-05-2024;AC3
192323789;Victor;Gimenez;victor.gimenez@yopmail.com;56966336802;Web;04-05-2023;AC2
251958025;Teresa;Gimenez;teresa.gimenez@tutamail.id;56924146535;Web;30-04-2024;AC3
203325118;Andres;Godoy;andres.godoy@tutamail.tw;56916199503;Email;27-08-2022;AC2
193076343;Daniela;Perez;daniela.perez@tutamail.us;56955962810;Call Center;21-10-2023;AC3
227315296;Daniel;Vidal;daniel.vidal@tutamail.tr;56924093631;Web;30-08-2022;AC3
223715311;Manuel;Ramirez;manuel.ramirez@tutamail.us;56961525744;Email;02-07-2022;AC1
230366268;Claudio;Rodriguez;claudio.rodriguez@tuta.io;56933008977;Web;24-04-2023;AC2
242960602;Natalia;Moreno;natalia.moreno@tutamail.jp;56919424123;Call Center;03-04-2024;JC
147728573;Isabel;Vidal;isabel.vidal@tutamail.cz;56917454281;Web;24-02-2024;JC
17655004K;Carolina;Nunez;carolina.nunez@tutamail.gr;56948214463;Web;30-12-2023;AC3
231438203;Margarita;Diaz;margarita.diaz@tutamail.nz;56935334235;Email;10-02-2023;AC3
192452260;Sofia;Hernandez;sofia.hernandez@tutamail.bg;56903980458;Call Center;14-08-2023;AC3
175462155;Felipe;Mendez;felipe.mendez@tutamail.ru;56999811961;Web;07-01-2023;AC2
221616529;Paula;Figueroa;paula.figueroa@tutamail.ru;56901768077;Call Center;14-06-2023;JC
136522361;Manuel;Arias;manuel.arias@tutanota.com;56901153322;Call Center;18-02-2024;AC3
113504382;Camila;Mendez;camila.mendez@tutamail.es;56937167992;Web;28-01-2024;AC2
120113755;Ana;Hernandez;ana.hernandez@tutamail.ch;56952719540;Email;23-12-2022;JC
152846673;Carmen;Ojeda;carmen.ojeda@tutamail.tr;56958341783;Call Center;27-03-2024;AC2
106214603;Pamela;Hernandez;pamela.hernandez@tutamail.cz;56993977960;Email;23-06-2022;JC
142105772;Antonia;Godoy;antonia.godoy@tutamail.hu;56956602722;Call Center;01-06-2022;AC1
157695371;Natalia;Rojas;natalia.rojas@tutamail.net;56959662386;Web;03-04-2023;JC
25732477K;Fernanda;Cordoba;fernanda.cordoba@tutamail.ca;56932700571;Web;31-10-2022;AC3
111999783;Rocio;Romero;rocio.romero@tutamail.mx;56974007126;Web;12-11-2023;JC
245307055;Sofia;Flores;sofia.flores@tutamail.us;56927711317;Email;09-02-2024;AC2
148353913;Veronica;Godoy;veronica.godoy@gmail.com;56973691761;Call Center;01-02-2024;JC
118957903;Patricio;Sosa;patricio.sosa@tutamail.pl;56921251478;Call Center;24-06-2023;JC
179881799;Pamela;Diaz;pamela.diaz@tutamail.us;56906091279;Call Center;07-11-2023;AC2
18727544K;Carmen;Gonzalez;carmen.gonzalez@yopmail.com;56926995474;Web;01-04-2023;AC1
146592864;Ana;Vazquez;ana.vazquez@yopmail.com;56905712659;Email;09-04-2024;AC2
115297902;Fernanda;Paez;fernanda.paez@tutamail.ro;56939168730;Email;07-01-2023;AC2
238214831;Isabel;Gonzalez;isabel.gonzalez@inbox.com;56967671729;Web;12-02-2023;AC3
21863527K;Fernanda;Cordoba;fernanda.cordoba@tutamail.ch;56936929502;Call Center;23-08-2022;AC3
119473756;Marcela;Torres;marcela.torres@inbox.com;56973322016;Email;05-01-2023;JC
234345184;Daniel;Cardozo;daniel.cardozo@tutamail.eu;56967190911;Email;04-09-2022;AC3
146370217;Camila;Ponce;camila.ponce@inbox.com;56984611029;Call Center;07-12-2023;AC3
165747275;Juan;Campos;juan.campos@inbox.com;56939196841;Call Center;16-07-2023;AC2
24105697K;Natalia;Gomez;natalia.gomez@yopmail.com;56943409742;Web;23-06-2023;JC
166003563;Patricia;Peralta;patricia.peralta@gmx.com;56996173682;Email;30-04-2024;AC3
123787528;Sofia;Caceres;sofia.caceres@tutamail.co;56930791494;Email;05-03-2024;AC1
246571880;Carmen;Figueroa;carmen.figueroa@tutamail.net;56906393628;Email;26-02-2023;JC
244095348;Constanza;Campos;constanza.campos@tutamail.us;56972153817;Call Center;08-09-2022;JC
183477536;Elena;Hernandez;elena.hernandez@icloud.com;56927265388;Email;15-02-2024;AC2
111228329;Loreto;Martinez;loreto.martinez@tutamail.bg;56974810701;Call Center;06-04-2024;AC1
227157569;Valentina;Cordoba;valentina.cordoba@tutamail.tr;56994983482;Email;23-10-2022;JC
111588643;Roberto;Molina;roberto.molina@tutamail.nz;56935033718;Web;19-12-2023;AC2
245746296;Marcela;Caceres;marcela.caceres@tutamail.cl;56941892827;Email;10-04-2023;AC1
259697425;Jorge;Figueroa;jorge.figueroa@tutamail.at;56974954369;Call Center;09-08-2022;JC
218685404;Carlos;Ferreyra;carlos.ferreyra@tutamail.hu;56990993354;Web;01-06-2022;AC1
258493311;Felipe;Torres;felipe.torres@tutamail.in;56937380544;Email;12-12-2022;JC
175278362;Carmen;Vargas;carmen.vargas@tutamail.ar;56953347361;Web;17-07-2023;AC1
145991722;Marcela;Cordoba;marcela.cordoba@icloud.com;56923433967;Web;08-02-2024;AC3
180522778;Laura;Ponce;laura.ponce@zoho.com;56927922637;Web;09-06-2023;AC1
181046325;Elena;Rojas;elena.rojas@gmx.com;56952815314;Call Center;08-09-2022;AC1
253904291;Constanza;Vidal;constanza.vidal@tutamail.be;56967421802;Email;03-01-2023;AC2
170983793;Isabel;Vidal;isabel.vidal@tutamail.us;56989532067;Web;21-06-2023;AC2
16251363K;Veronica;Ferreyra;veronica.ferreyra@tutamail.org;56915664270;Call Center;11-07-2023;JC
